call_id,timestamp,model_name,provider,num_items_in_call,prompt_tokens,completion_tokens,total_tokens,duration_sec,api_status,error_message
06e89399-fd36-4456-8629-a3123d7995d3,1749478703.4325945,qwen2.5,ollama,25,4096,2571,6667,272.0837254524231,SUCCESS,
56b8d68c-6a0f-44a7-87d5-3d71f4ef8b1b,1749479102.919803,qwen2.5,ollama,25,4096,4144,8240,397.2286114692688,SUCCESS,
0bf056c4-394b-4347-be09-e44765821d3e,1749479478.9035642,qwen2.5,ollama,25,4096,3600,7696,373.72428464889526,SUCCESS,
5080713f-7bf5-4a8c-a871-a5e927187f74,1749479756.7580621,qwen2.5,ollama,25,4096,2647,6743,275.5994682312012,SUCCESS,
a4e0e7e5-9f2d-445f-b709-ba7c6483f0e4,1749480086.3095589,qwen2.5,ollama,25,4096,2744,6840,327.2910826206207,SUCCESS,
28125a25-e6a9-4c82-88bc-97a29f449b2f,1749480388.8558629,qwen2.5,ollama,25,4096,2874,6970,300.2727384567261,SUCCESS,
8ae8f9f5-2399-41cb-b522-748e499b2bf6,1749480706.8004305,qwen2.5,ollama,25,4096,3215,7311,315.68655800819397,SUCCESS,
0d3b0e25-b4f3-4b80-a98b-8398c070f6c1,1749481042.6419766,qwen2.5,ollama,25,4096,3285,7381,333.57130217552185,SUCCESS,
563a0765-23b3-41e7-ba1d-ba735adf6138,1749481373.7115653,qwen2.5,ollama,25,4096,3299,7395,328.798020362854,SUCCESS,
5346107e-24f3-41a3-9c8f-f78cd04c31a2,1749481634.2409663,qwen2.5,ollama,25,4096,2202,6298,258.2635917663574,SUCCESS,
abc2ee3c-aa8e-448d-b6fc-ff4ef6544cdb,1749481644.4628134,gemini-1.5-flash-latest,google,10,5206,1300,6506,9.810558080673218,SUCCESS,
c8c2be28-ff66-49fb-9ac7-bea28636f038,1749481653.754687,gemini-1.5-flash-latest,google,10,5200,1296,6496,9.278552293777466,SUCCESS,
c45209be-dfc8-49e5-a100-39acab5536f5,1749481663.1190886,gemini-1.5-flash-latest,google,10,5189,1306,6495,9.352670192718506,SUCCESS,
e6ecfb3f-6a52-4f8f-a6fa-158f98a78401,1749481672.974017,gemini-1.5-flash-latest,google,10,5185,1324,6509,9.842678785324097,SUCCESS,
d30986a3-56c4-4738-9853-9d416dda43dc,1749481681.8499126,gemini-1.5-flash-latest,google,10,5183,1200,6383,8.864147186279297,SUCCESS,
d891dccb-5da1-461e-966c-3d81841e500a,1749481691.901326,gemini-1.5-flash-latest,google,10,5192,1386,6578,10.03929853439331,SUCCESS,
a285183e-8055-4dc9-a799-9b05883c3167,1749481701.976285,gemini-1.5-flash-latest,google,10,5194,1413,6607,10.062990665435791,SUCCESS,
d25cc888-8669-4329-8aa1-b74ed1cbe5fa,1749481712.6522553,gemini-1.5-flash-latest,google,10,5190,1478,6668,10.664013862609863,SUCCESS,
51aab9b5-cfe3-4184-ba0b-0452ad484271,1749481721.7288558,gemini-1.5-flash-latest,google,10,5188,1289,6477,9.06400752067566,SUCCESS,
c7d01de7-43ce-43ac-9338-eef7471729a0,1749481731.1149278,gemini-1.5-flash-latest,google,10,5201,1300,6501,9.374564409255981,SUCCESS,
9eabe4c2-3dee-4569-ad50-a2564e06bf0b,1749481741.7624223,gemini-1.5-flash-latest,google,10,5194,1483,6677,10.635170698165894,SUCCESS,
56de261e-1590-4dfd-9f7a-beeb4e392204,1749481751.4724605,gemini-1.5-flash-latest,google,10,5199,1308,6507,9.698665380477905,SUCCESS,
60653463-2003-4911-ad0d-47228f1c9340,1749481761.4022133,gemini-1.5-flash-latest,google,10,5207,1399,6606,9.918510675430298,SUCCESS,
f08e8c80-14ae-4b05-a13d-667641ca9d49,1749481771.3358014,gemini-1.5-flash-latest,google,10,5196,1377,6573,9.92122745513916,SUCCESS,
4317b770-2d21-475d-a9a4-64fdfd18ec6e,1749481781.0388658,gemini-1.5-flash-latest,google,10,5207,1327,6534,9.691943407058716,SUCCESS,
322706de-e586-4495-a3ad-6e121c2578ad,1749481789.383796,gemini-1.5-flash-latest,google,10,5146,1169,6315,8.333282232284546,SUCCESS,
445bd591-0672-45cc-8d76-383f79574716,1749481799.3386946,gemini-1.5-flash-latest,google,10,5190,1383,6573,9.942445755004883,SUCCESS,
d3bfc151-c5d8-4797-92e9-7eaa207a4472,1749481810.0527647,gemini-1.5-flash-latest,google,10,5203,1398,6601,10.703044891357422,SUCCESS,
8336fef5-9bb3-48c8-a1b1-b3921669acec,1749481819.2490532,gemini-1.5-flash-latest,google,10,5199,1265,6464,9.182422876358032,SUCCESS,
e3384990-a668-4bfd-83dc-811c7cd35034,1749481828.9806716,gemini-1.5-flash-latest,google,10,5192,1338,6530,9.719569206237793,SUCCESS,
4f93c740-029e-4fad-90cf-a64e3f5b2c0c,1749481838.000378,gemini-1.5-flash-latest,google,10,5188,1249,6437,9.008048057556152,SUCCESS,
06c44b1e-5259-4c1d-9ecb-42e1f0987995,1749481847.7970614,gemini-1.5-flash-latest,google,10,5185,1349,6534,9.781895637512207,SUCCESS,
7e9b6961-f09a-4a6e-8997-356f09d9feef,1749481857.5488837,gemini-1.5-flash-latest,google,10,5198,1367,6565,9.740650415420532,SUCCESS,
cd3efe00-235f-4b37-8b4c-2978cd0b8ab9,1749481867.3451114,gemini-1.5-flash-latest,google,10,5187,1353,6540,9.78459906578064,SUCCESS,
8b45444b-e854-4377-81b8-03d0c1a9c964,1749481876.0496397,gemini-1.5-flash-latest,google,10,5188,1226,6414,8.69286322593689,SUCCESS,
7d7dace4-e956-45d7-a675-95c00c9a453f,1749481886.0894325,gemini-1.5-flash-latest,google,10,5206,1354,6560,9.879770278930664,SUCCESS,
5304798c-1cd5-4eaa-9ddb-276e07d731d9,1749481895.9513,gemini-1.5-flash-latest,google,10,5200,1352,6552,9.847814559936523,SUCCESS,
7e1a9c51-73da-40c1-8d44-0c2b05586720,1749481905.6734357,gemini-1.5-flash-latest,google,10,5189,1338,6527,9.70943832397461,SUCCESS,
7cbaa166-8338-4c6b-8c3c-c9b95997d50f,1749481915.7009766,gemini-1.5-flash-latest,google,10,5185,1381,6566,10.017006397247314,SUCCESS,
a8dbc904-f0a3-4f9b-9f65-a01de094f786,1749481924.210894,gemini-1.5-flash-latest,google,10,5183,1162,6345,8.498566389083862,SUCCESS,
54bc8e9c-2833-4b51-9963-59f1dfa68c19,1749481933.1952827,gemini-1.5-flash-latest,google,10,5192,1253,6445,8.973629236221313,SUCCESS,
ad80ef4f-5004-4c26-8bf4-73bbacb20c15,1749481943.8942516,gemini-1.5-flash-latest,google,10,5194,1407,6601,10.688073635101318,SUCCESS,
45820586-ad38-4a0f-9475-20ea3d9ccbcc,1749481953.9263744,gemini-1.5-flash-latest,google,10,5190,1409,6599,10.020206689834595,SUCCESS,
e203cbc3-6ea5-4a11-afbf-3e70c80816e1,1749481963.5291708,gemini-1.5-flash-latest,google,10,5188,1310,6498,9.591642618179321,SUCCESS,
365c46a5-8d6f-4f1c-9dbb-610f4627cedd,1749481974.3391278,gemini-1.5-flash-latest,google,10,5201,1487,6688,10.79645323753357,SUCCESS,
a13bc91a-9f47-4bc9-9398-eb80de14d786,1749481985.4432642,gemini-1.5-flash-latest,google,10,5194,1536,6730,11.09260630607605,SUCCESS,
